timestamp,open,high,low,close,volume
2025-03-13 01:30:00,1900.19,1905.56,1895.67,1896.41,20572.769
2025-03-13 01:45:00,1896.4,1912.68,1896.21,1906.2,38755.368
2025-03-13 02:00:00,1906.2,1915.6,1903.0,1908.9,34209.898
2025-03-13 02:15:00,1908.9,1909.18,1897.9,1899.61,27585.037
2025-03-13 02:30:00,1899.6,1900.85,1895.22,1897.0,25952.227
2025-03-13 02:45:00,1897.0,1900.59,1887.06,1889.06,34781.785
2025-03-13 03:00:00,1889.06,1894.31,1882.4,1893.32,53711.214
2025-03-13 03:15:00,1893.31,1900.36,1891.57,1892.69,38972.159
2025-03-13 03:30:00,1892.69,1892.99,1880.99,1887.06,32814.771
2025-03-13 03:45:00,1887.07,1890.17,1885.08,1886.02,17471.028
2025-03-13 04:00:00,1886.02,1890.76,1883.62,1883.62,18808.111
2025-03-13 04:15:00,1883.62,1885.56,1875.8,1876.54,42150.251
2025-03-13 04:30:00,1876.53,1880.85,1868.2,1871.37,58413.872
2025-03-13 04:45:00,1871.37,1877.09,1870.28,1873.09,36705.28
2025-03-13 05:00:00,1873.09,1876.64,1870.15,1874.63,23675.739
2025-03-13 05:15:00,1874.62,1881.31,1871.0,1877.84,29295.21
2025-03-13 05:30:00,1877.83,1878.15,1863.27,1865.38,59328.385
2025-03-13 05:45:00,1865.38,1870.16,1860.9,1867.11,39061.309
2025-03-13 06:00:00,1867.12,1869.9,1856.93,1859.81,47948.269
2025-03-13 06:15:00,1859.81,1863.78,1858.32,1862.85,31972.807
2025-03-13 06:30:00,1862.85,1866.29,1860.77,1863.05,29111.581
2025-03-13 06:45:00,1863.06,1870.99,1862.92,1868.69,54839.484
2025-03-13 07:00:00,1868.69,1874.83,1867.65,1870.09,59666.364
2025-03-13 07:15:00,1870.09,1879.03,1869.0,1876.85,55238.42
2025-03-13 07:30:00,1876.86,1880.44,1870.16,1871.71,38170.356
2025-03-13 07:45:00,1871.72,1876.33,1870.0,1871.21,20127.972
2025-03-13 08:00:00,1871.2,1879.87,1870.29,1874.47,23996.684
2025-03-13 08:15:00,1874.46,1875.96,1852.18,1857.99,101183.512
2025-03-13 08:30:00,1857.99,1864.4,1852.31,1862.51,60290.831
2025-03-13 08:45:00,1862.51,1877.38,1860.7,1874.55,44982.342
